,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_fit_intercept,param_C,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score,class
14,0.004274415969848633,0.0008754412509206173,0.0008048534393310547,0.00023880123901375282,True,22.758459260747887,"{'fit_intercept': True, 'C': 22.758459260747887}",0.7666666666666667,0.8928571428571428,0.8571428571428572,0.8214285714285714,0.875,0.8426190476190476,0.04472389470260402,15,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Fermented
15,0.0007269382476806641,0.00017370726746814672,0.0006897926330566406,0.00010708114959262919,False,0.16378937069540642,"{'fit_intercept': False, 'C': 0.16378937069540642}",0.8,0.9642857142857143,0.8214285714285714,0.75,0.875,0.8421428571428571,0.07306692487168241,16,0.9930555555555556,0.9932126696832579,0.9773755656108598,0.9886877828054299,0.9782135076252723,0.9861090162560749,0.006985392671572846,Fermented
16,0.004854965209960938,0.0019760571467082274,0.000753021240234375,0.00014828474913185994,True,100.0,"{'fit_intercept': True, 'C': 100.0}",0.7333333333333334,0.8571428571428571,0.7857142857142857,0.8214285714285714,1.0,0.8395238095238096,0.09006926032409057,17,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Fermented
17,0.0010903835296630859,0.00027363725659590476,0.001141500473022461,0.0002744516781684705,True,0.1,"{'fit_intercept': True, 'C': 0.1}",0.8,1.0,0.8571428571428572,0.7857142857142857,0.6666666666666667,0.821904761904762,0.1084878542163668,18,0.9861111111111112,0.9705882352941175,0.9751131221719458,0.9819004524886878,0.934640522875817,0.9696706887883358,0.018316272016442415,Fermented
18,0.0006559371948242187,0.00012621794009666225,0.000590658187866211,8.299440804233619e-05,False,0.1,"{'fit_intercept': False, 'C': 0.1}",0.8,1.0,0.8571428571428572,0.7857142857142857,0.6666666666666667,0.821904761904762,0.1084878542163668,18,0.9884259259259259,0.9683257918552036,0.9751131221719458,0.9819004524886878,0.934640522875817,0.969681163063516,0.01876095330443451,Fermented
19,0.0008944034576416016,0.00015279454899551549,0.0006463050842285157,8.558070016941137e-05,False,0.7196856730011519,"{'fit_intercept': False, 'C': 0.7196856730011519}",0.8333333333333334,0.8214285714285714,0.8928571428571429,0.7857142857142856,0.75,0.8166666666666667,0.04797486114192833,20,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Fermented
20,0.0014435768127441407,0.0006598550987908223,0.0007340431213378907,0.00014641909026160438,False,1.1787686347935873,"{'fit_intercept': False, 'C': 1.1787686347935873}",0.8666666666666667,0.7142857142857143,0.8928571428571429,0.7857142857142856,0.5833333333333334,0.7685714285714286,0.1119138800743142,21,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Fermented
21,0.0018223285675048827,0.0007202233360990018,0.0007156848907470704,0.00014324091404309487,False,1.9306977288832496,"{'fit_intercept': False, 'C': 1.9306977288832496}",0.8333333333333334,0.7142857142857143,0.8571428571428572,0.75,0.5833333333333334,0.7476190476190477,0.09741558354989897,22,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Fermented
22,0.0027701854705810547,0.0007709509898149293,0.0007992744445800781,5.837149052666809e-05,False,3.1622776601683795,"{'fit_intercept': False, 'C': 3.1622776601683795}",0.8333333333333334,0.75,0.7857142857142856,0.7857142857142856,0.5833333333333334,0.7476190476190476,0.0863074712399612,23,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Fermented
23,0.003975629806518555,0.0008331095039972112,0.0006330966949462891,8.55195977533209e-05,False,5.17947467923121,"{'fit_intercept': False, 'C': 5.17947467923121}",0.8333333333333334,0.75,0.75,0.7857142857142856,0.5833333333333334,0.7404761904761905,0.08431395814107509,24,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Fermented
