,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_l1_ratio,param_C,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score,class
85,0.011598157882690429,0.002771027557504518,0.0012773513793945313,0.00032515499594963567,0.8500000000000001,13.894954943731374,"{'l1_ratio': 0.8500000000000001, 'C': 13.894954943731374}",1.0,0.8333333333333334,0.8333333333333333,0.75,0.5625,0.7958333333333334,0.14215601757693316,36,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Cheesy
86,0.010056543350219726,0.001291558079355759,0.0010464191436767578,8.044837823380043e-05,0.65,13.894954943731374,"{'l1_ratio': 0.65, 'C': 13.894954943731374}",0.9444444444444444,0.8333333333333334,0.8333333333333333,0.75,0.5625,0.7847222222222221,0.12714213879273117,37,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Cheesy
87,0.012266731262207032,0.0021671827425494834,0.0011237144470214843,7.059934443277861e-05,0.7000000000000001,22.758459260747887,"{'l1_ratio': 0.7000000000000001, 'C': 22.758459260747887}",1.0,0.7777777777777779,0.7916666666666666,0.8333333333333334,0.5,0.7805555555555557,0.16111111111111112,38,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Cheesy
88,0.01035308837890625,0.0009195048140630525,0.0016916751861572265,0.0009711303376520636,0.30000000000000004,22.758459260747887,"{'l1_ratio': 0.30000000000000004, 'C': 22.758459260747887}",1.0,0.7777777777777779,0.8333333333333334,0.7916666666666666,0.5,0.7805555555555556,0.16111111111111112,39,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Cheesy
89,0.012375402450561523,0.002098598646729948,0.0011868000030517579,0.00011743303664794298,0.05,61.054022965853264,"{'l1_ratio': 0.05, 'C': 61.054022965853264}",1.0,0.7222222222222223,0.7916666666666666,0.8333333333333334,0.5,0.7694444444444445,0.16282612099725383,40,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Cheesy
90,0.011391401290893555,0.0007855113646463425,0.0013615608215332032,0.0003629133462806259,0.05,37.27593720314938,"{'l1_ratio': 0.05, 'C': 37.27593720314938}",1.0,0.7222222222222223,0.7916666666666666,0.8333333333333334,0.5,0.7694444444444445,0.16282612099725383,40,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Cheesy
91,0.010438776016235352,0.000588931159720459,0.0019599437713623048,0.001854156568410736,0.30000000000000004,61.054022965853264,"{'l1_ratio': 0.30000000000000004, 'C': 61.054022965853264}",1.0,0.7222222222222223,0.7916666666666666,0.8333333333333334,0.5,0.7694444444444445,0.16282612099725383,40,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Cheesy
92,0.008418798446655273,0.0005719046800163842,0.0010772228240966796,0.0002640749151815094,0.0,61.054022965853264,"{'l1_ratio': 0.0, 'C': 61.054022965853264}",1.0,0.7222222222222223,0.7916666666666666,0.8333333333333334,0.5,0.7694444444444445,0.16282612099725383,40,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Cheesy
93,0.010562276840209961,0.0016968806370097859,0.0012184619903564454,0.00018012542427957016,0.55,61.054022965853264,"{'l1_ratio': 0.55, 'C': 61.054022965853264}",1.0,0.6666666666666667,0.7916666666666666,0.8333333333333334,0.5,0.7583333333333334,0.1674979270186815,44,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Cheesy
94,0.011610651016235351,0.0022431933129367816,0.001193094253540039,0.0002607431912614936,0.45,100.0,"{'l1_ratio': 0.45, 'C': 100.0}",1.0,0.6666666666666667,0.7916666666666666,0.8333333333333334,0.5,0.7583333333333334,0.1674979270186815,44,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Cheesy
